ObjectID,SourceName,API10,NewData,Latitude,Longitude,CountyName,MinD_ft,MaxD_ft,MinD_TVDSS,MaxD_TVDSS,SubsurfaceUnit,TOC,TMAX_C,S1,S2,S3,PI,HI,OI,S1+S2,S2/S3,S1/TOC,RoMean,DOMGroup,Lab,Type
2381,Parker_etal_2014,42495332880,N,31.89,-102.97,WINKLER,8482.0,8482.0,-5305.0,-5305.0,Woodford,9.42,439,4.32,57.58,3.55,0.07,611.0,38.0,61.9,16.2,45.86,,,Unspecified,core
2382,Parker_etal_2014,42495332880,N,31.89,-102.97,WINKLER,8495.0,8495.0,-5308.0,-5308.0,Woodford,9.36,43,4.73,58.07,2.73,0.08,620.0,29.0,62.8,21.3,50.53,,,Unspecified,core
2383,Parker_etal_2014,42495332880,N,31.89,-102.97,WINKLER,8509.0,8509.0,-5312.0,-5312.0,Woodford,9.26,433,4.13,53.73,2.88,0.07,580.0,31.0,57.86,18.7,44.6,,,Unspecified,core
2384,Parker_etal_2014,42495332880,N,31.89,-102.97,WINKLER,8523.0,8523.0,-5314.0,-5314.0,Woodford,9.16,441,5.06,55.14,0.75,0.08,602.0,8.0,60.2,73.5,55.24,,,Unspecified,core
2385,Parker_etal_2014,42495332880,N,31.89,-102.97,WINKLER,8536.0,8536.0,-5317.0,-5317.0,Woodford,9.15,433,4.72,52.14,4.17,0.08,570.0,46.0,56.86,12.5,51.58,,,Unspecified,core
2386,Parker_etal_2014,42495332880,N,31.89,-102.97,WINKLER,8550.0,8550.0,-5319.0,-5319.0,Woodford,9.05,438,5.27,59.5,0.72,0.08,658.0,8.0,64.77,82.6,58.23,,,Unspecified,core
2635,"LIMS, OFR2005-1171",42003102840,N,32.44,-102.34,ANDREWS,7000.0,7080.0,-4001.0,-4081.0,Clear Fork,,,,,,,,,,,,0.41,unknown,USGS,cuttings
2636,"LIMS, OFR2005-1171",42003102840,N,32.44,-102.34,ANDREWS,8000.0,8060.0,-5001.0,-5061.0,Clear Fork,,,,,,,,,,,,0.34,unknown,USGS,cuttings
2637,"LIMS, OFR2005-1171",42003102840,N,32.44,-102.34,ANDREWS,9000.0,9080.0,-6001.0,-6081.0,Spraberry,,,,,,,,,,,,0.48,unknown,USGS,cuttings
2638,"LIMS, OFR2005-1171",42003102840,Y,32.44,-102.34,ANDREWS,10000.0,10080.0,-7001.0,-7081.0,Wolfcamp A (L1),,,,,,,,,,,,0.48,unknown,USGS,cuttings
2639,"LIMS, OFR2005-1171",42003102840,Y,32.44,-102.34,ANDREWS,10600.0,10680.0,-7601.0,-7681.0,Wolfcamp C (W1),,,,,,,,,,,,0.57,unknown,USGS,cuttings
2640,"LIMS, OFR2005-1171",42003105380,N,32.44,-102.62,ANDREWS,8000.0,8080.0,-4791.0,-4871.0,Clear Fork,,,,,,,,,,,,0.59,unknown,USGS,cuttings
2641,"LIMS, OFR2005-1171",42003105380,Y,32.44,-102.62,ANDREWS,8500.0,8560.0,-5291.0,-5351.0,Wolfcamp A (L1),,,,,,,,,,,,0.5,unknown,USGS,cuttings
2642,"LIMS, OFR2005-1171",42003105380,Y,32.44,-102.62,ANDREWS,9900.0,9980.0,-6691.0,-6771.0,Wolfcamp D,,,,,,,,,,,,0.36,unknown,USGS,cuttings
2643,"LIMS, OFR2005-1171",42003105380,N,32.44,-102.62,ANDREWS,10400.0,10450.0,-7191.0,-7241.0,Atoka,,,,,,,,,,,,0.82,unknown,USGS,cuttings
2644,"LIMS, OFR2005-1171",42003307430,N,32.48,-102.24,ANDREWS,8400.0,8700.0,-5412.0,-5712.0,Spraberry,,,,,,,,,,,,1.12,unknown,Unspecified,cuttings
2645,"LIMS, OFR2005-1171",42003307430,N,32.48,-102.24,ANDREWS,9300.0,9600.0,-6312.0,-6612.0,Spraberry,,,,,,,,,,,,1.09,unknown,Unspecified,cuttings
2646,"LIMS, OFR2005-1171",42003307430,Y,32.48,-102.24,ANDREWS,9900.0,10200.0,-6912.0,-7212.0,Wolfcamp A (L1),,,,,,,,,,,,1.31,unknown,Unspecified,cuttings
2647,"LIMS, OFR2005-1171",42003307430,Y,32.48,-102.24,ANDREWS,10300.0,10600.0,-7312.0,-7612.0,Wolfcamp B (W2),,,,,,,,,,,,1.47,unknown,Unspecified,cuttings
2648,"LIMS, OFR2005-1171",42003307430,Y,32.48,-102.24,ANDREWS,10900.0,11200.0,-7912.0,-8212.0,Wolfcamp D,,,,,,,,,,,,1.39,unknown,Unspecified,cuttings
2649,"LIMS, OFR2005-1171",42003307430,N,32.48,-102.24,ANDREWS,11500.0,11800.0,-8512.0,-8812.0,Atoka,,,,,,,,,,,,1.31,unknown,Unspecified,cuttings
2650,"LIMS, OFR2005-1171",42003307430,N,32.48,-102.24,ANDREWS,11800.0,12100.0,-8812.0,-9112.0,Mississippian,,,,,,,,,,,,1.23,unknown,Unspecified,cuttings
2651,"LIMS, OFR2005-1171",42003307430,N,32.48,-102.24,ANDREWS,12100.0,12400.0,-9112.0,-9412.0,Mississippian,,,,,,,,,,,,1.17,unknown,Unspecified,cuttings
2895,"LIMS, OFR2005-1171",42135034360,N,32.07,-102.62,ECTOR,4900.0,5000.0,-1790.0,-1890.0,San Andres,,,,,,,,,,,,0.42,unknown,USGS,cuttings
2896,"LIMS, OFR2005-1171",42135034360,N,32.07,-102.62,ECTOR,4950.0,4950.0,-1840.0,-1840.0,San Andres,,,,,,,,,,,,0.42,unknown,USGS,cuttings
2897,"LIMS, OFR2005-1171",42135034360,N,32.07,-102.62,ECTOR,6000.0,6060.0,-2890.0,-2950.0,Glorieta,,,,,,,,,,,,0.48,unknown,USGS,cuttings
2898,"LIMS, OFR2005-1171",42135034360,N,32.07,-102.62,ECTOR,6030.0,6030.0,-2920.0,-2920.0,Glorieta,,,,,,,,,,,,0.48,unknown,USGS,cuttings
2899,"LIMS, OFR2005-1171",42135034360,N,32.07,-102.62,ECTOR,10155.0,10195.0,-7045.0,-7085.0,Barnett,,,,,,,,,,,,0.76,unknown,USGS,cuttings
2900,"LIMS, OFR2005-1171",42135034360,N,32.07,-102.62,ECTOR,10175.0,10175.0,-7065.0,-7065.0,Barnett,,,,,,,,,,,,0.76,unknown,USGS,cuttings
2901,"LIMS, OFR2005-1171",42135034360,N,32.07,-102.62,ECTOR,10770.0,10829.0,-7660.0,-7719.0,Mississippian,,,,,,,,,,,,1.25,unknown,USGS,cuttings
2902,"LIMS, OFR2005-1171",42135034360,N,32.07,-102.62,ECTOR,10800.0,10800.0,-7690.0,-7690.0,Mississippian,,,,,,,,,,,,1.25,unknown,USGS,cuttings
2903,"LIMS, OFR2005-1171",42135110370,N,32.08,-102.46,ECTOR,4030.0,4030.0,-962.0,-962.0,Seven Rivers,,,,,,,,,,,,0.56,unknown,Unspecified,cuttings
2904,"LIMS, OFR2005-1171",42135110370,N,32.08,-102.46,ECTOR,5030.0,5030.0,-1962.0,-1962.0,San Andres,,,,,,,,,,,,0.46,unknown,Unspecified,cuttings
2905,"LIMS, OFR2005-1171",42135110370,N,32.08,-102.46,ECTOR,6030.0,6030.0,-2962.0,-2962.0,Glorieta,,,,,,,,,,,,1.05,unknown,Unspecified,cuttings
2906,"LIMS, OFR2005-1171",42135110370,N,32.08,-102.46,ECTOR,7030.0,7030.0,-3962.0,-3962.0,Clear Fork,,,,,,,,,,,,0.71,unknown,Unspecified,cuttings
2907,"LIMS, OFR2005-1171",42135110370,Y,32.08,-102.46,ECTOR,8030.0,8030.0,-4962.0,-4962.0,Wolfcamp A (L1),,,,,,,,,,,,0.88,unknown,Unspecified,cuttings
2908,"LIMS, OFR2005-1171",42135110370,Y,32.08,-102.46,ECTOR,8430.0,8430.0,-5362.0,-5362.0,Wolfcamp B (W2),,,,,,,,,,,,0.89,unknown,Unspecified,cuttings
2909,"LIMS, OFR2005-1171",42135110370,N,32.08,-102.46,ECTOR,10030.0,10030.0,-6962.0,-6962.0,Atoka,,,,,,,,,,,,1.12,unknown,Unspecified,cuttings
2910,LIMS,42135204160,Y,31.94,-102.56,ECTOR,7030.0,7030.0,-3941.0,-3941.0,Wolfcamp A (L1),,,,,,,,,,,,0.5,unknown,USGS,Unspecified
2911,LIMS,42135204160,Y,31.94,-102.56,ECTOR,7960.0,7960.0,-4871.0,-4871.0,Wolfcamp C (W1),,,,,,,,,,,,0.51,unknown,USGS,Unspecified
2912,LIMS,42135204160,N,31.94,-102.56,ECTOR,9035.0,9035.0,-5946.0,-5946.0,Woodford,,,,,,,,,,,,0.66,unknown,USGS,Unspecified
2913,LIMS,42135204160,N,31.94,-102.56,ECTOR,10040.0,10040.0,-6951.0,-6951.0,Silurian,,,,,,,,,,,,0.67,unknown,USGS,Unspecified
2914,LIMS,42135204160,N,31.94,-102.56,ECTOR,13375.0,13375.0,-10286.0,-10286.0,,,,,,,,,,,,,0.65,unknown,USGS,Unspecified
3002,"LIMS, OFR2005-1171",42227105170,N,32.48,-101.32,HOWARD,4030.0,4030.0,-1516.0,-1516.0,San Andres,,,,,,,,,,,,0.26,unknown,USGS,cuttings
3003,"LIMS, OFR2005-1171",42227105170,N,32.48,-101.32,HOWARD,5030.0,5030.0,-2516.0,-2516.0,San Andres,,,,,,,,,,,,0.49,unknown,USGS,cuttings
3004,"LIMS, OFR2005-1171",42227105170,N,32.48,-101.32,HOWARD,6030.0,6030.0,-3516.0,-3516.0,Spraberry,,,,,,,,,,,,0.5,unknown,USGS,cuttings
3005,"LIMS, OFR2005-1171",42227105170,Y,32.48,-101.32,HOWARD,6970.0,6970.0,-4456.0,-4456.0,Wolfcamp B (W3),,,,,,,,,,,,0.64,unknown,USGS,cuttings
3006,"LIMS, OFR2005-1171",42227105170,Y,32.48,-101.32,HOWARD,7870.0,7870.0,-5356.0,-5356.0,Wolfcamp D,,,,,,,,,,,,1.05,unknown,USGS,cuttings
3007,"LIMS, OFR2005-1171",42227107840,N,32.39,-101.64,HOWARD,6040.0,6040.0,-3444.0,-3444.0,San Andres,,,,,,,,,,,,0.39,unknown,USGS,cuttings
3008,"LIMS, OFR2005-1171",42227107840,Y,32.39,-101.64,HOWARD,8030.0,8030.0,-5434.0,-5434.0,Wolfcamp A (L2),,,,,,,,,,,,0.45,unknown,USGS,cuttings
3009,"LIMS, OFR2005-1171",42227107840,Y,32.39,-101.64,HOWARD,9030.0,9030.0,-6434.0,-6434.0,Wolfcamp D,,,,,,,,,,,,0.51,unknown,USGS,cuttings
3010,"LIMS, OFR2005-1171",42227107840,N,32.39,-101.64,HOWARD,10030.0,10030.0,-7434.0,-7434.0,Atoka,,,,,,,,,,,,0.97,unknown,USGS,cuttings
3011,"LIMS, OFR2005-1171",42227107840,N,32.39,-101.64,HOWARD,10455.0,10455.0,-7859.0,-7859.0,Fusselman,,,,,,,,,,,,1.09,unknown,USGS,cuttings
3012,"LIMS, OFR2005-1171",42227107840,N,32.39,-101.64,HOWARD,16010.0,16010.0,-13414.0,-13414.0,,,,,,,,,,,,,2.2,unknown,USGS,cuttings
3162,"LIMS, OFR2005-1171",42329016490,N,31.83,-101.78,MIDLAND,7209.0,7209.0,-4581.0,-4581.0,Spraberry,,,,,,,,,,,,0.41,unknown,Unspecified,cuttings
3163,"LIMS, OFR2005-1171",42329016490,N,31.83,-101.78,MIDLAND,7213.0,7213.0,-4585.0,-4585.0,Spraberry,,,,,,,,,,,,0.4,unknown,Unspecified,cuttings
3164,"LIMS, OFR2005-1171",42329016490,N,31.83,-101.78,MIDLAND,7435.0,7435.0,-4807.0,-4807.0,Spraberry,,,,,,,,,,,,0.43,unknown,Unspecified,cuttings
3165,"LIMS, OFR2005-1171",42329016490,N,31.83,-101.78,MIDLAND,7465.0,7465.0,-4837.0,-4837.0,Spraberry,,,,,,,,,,,,0.44,unknown,Unspecified,cuttings
3166,"LIMS, OFR2005-1171",42329016490,N,31.83,-101.78,MIDLAND,7487.0,7487.0,-4859.0,-4859.0,Spraberry,,,,,,,,,,,,0.43,unknown,Unspecified,cuttings
3167,"LIMS, OFR2005-1171",42329016490,N,31.83,-101.78,MIDLAND,7522.0,7522.0,-4894.0,-4894.0,Spraberry,,,,,,,,,,,,0.46,unknown,Unspecified,cuttings
3168,"LIMS, OFR2005-1171",42329016490,N,31.83,-101.78,MIDLAND,7593.0,7593.0,-4965.0,-4965.0,Spraberry,,,,,,,,,,,,0.46,unknown,Unspecified,cuttings
3169,"LIMS, OFR2005-1171",42329016490,N,31.83,-101.78,MIDLAND,7758.0,7758.0,-5130.0,-5130.0,Spraberry,,,,,,,,,,,,0.46,unknown,Unspecified,cuttings
3170,"LIMS, OFR2005-1171",42329016490,N,31.83,-101.78,MIDLAND,7787.0,7787.0,-5159.0,-5159.0,Spraberry,,,,,,,,,,,,0.46,unknown,Unspecified,cuttings
3171,"LIMS, OFR2005-1171",42329016490,N,31.83,-101.78,MIDLAND,7863.0,7863.0,-5235.0,-5235.0,Spraberry,,,,,,,,,,,,0.48,unknown,Unspecified,cuttings
3172,"LIMS, OFR2005-1171",42329100760,N,32.02,-102.22,MIDLAND,6040.0,6040.0,-3137.0,-3137.0,San Andres,,,,,,,,,,,,0.47,unknown,USGS,cuttings
3173,"LIMS, OFR2005-1171",42329100760,N,32.02,-102.22,MIDLAND,6530.0,6530.0,-3627.0,-3627.0,San Andres,,,,,,,,,,,,0.49,unknown,USGS,cuttings
3174,"LIMS, OFR2005-1171",42329100760,N,32.02,-102.22,MIDLAND,7040.0,7040.0,-4137.0,-4137.0,San Andres,,,,,,,,,,,,0.49,unknown,USGS,cuttings
3175,"LIMS, OFR2005-1171",42329100760,N,32.02,-102.22,MIDLAND,7530.0,7530.0,-4627.0,-4627.0,Clear Fork,,,,,,,,,,,,0.37,unknown,USGS,cuttings
3176,LIMS,42329103540,N,31.89,-101.88,MIDLAND,7000.0,7010.0,-4381.0,-4391.0,Clear Fork,,,,,,,,,,,,0.47,unknown,USGS,Unspecified
3177,LIMS,42329103540,N,31.89,-101.88,MIDLAND,8100.0,8110.0,-5481.0,-5491.0,Spraberry,,,,,,,,,,,,0.87,unknown,USGS,Unspecified
3178,LIMS,42329103540,Y,31.89,-101.88,MIDLAND,9500.0,9510.0,-6881.0,-6891.0,Wolfcamp B (W2),,,,,,,,,,,,1.22,unknown,USGS,Unspecified
3179,LIMS,42329103540,Y,31.89,-101.88,MIDLAND,9800.0,9810.0,-7181.0,-7191.0,Wolfcamp C (W1),,,,,,,,,,,,1.11,unknown,USGS,Unspecified
3180,LIMS,42329103540,Y,31.89,-101.88,MIDLAND,10200.0,10210.0,-7581.0,-7591.0,Wolfcamp D,,,,,,,,,,,,0.89,unknown,USGS,Unspecified
3181,LIMS,42329103540,N,31.89,-101.88,MIDLAND,10500.0,10510.0,-7881.0,-7891.0,Atoka,,,,,,,,,,,,1.45,unknown,USGS,Unspecified
3182,LIMS,42329103540,N,31.89,-101.88,MIDLAND,10900.0,10910.0,-8281.0,-8291.0,Barnett,,,,,,,,,,,,1.31,unknown,USGS,Unspecified
3183,LIMS,42329103540,N,31.89,-101.88,MIDLAND,11100.0,11110.0,-8481.0,-8491.0,Mississippian,,,,,,,,,,,,1.41,unknown,USGS,Unspecified
3184,"LIMS, OFR2005-1171",42329103680,N,31.82,-102.11,MIDLAND,7000.0,7080.0,-4130.0,-4210.0,Clear Fork,,,,,,,,,,,,0.43,unknown,USGS,cuttings
3185,"LIMS, OFR2005-1171",42329103680,N,31.82,-102.11,MIDLAND,8000.0,8080.0,-5130.0,-5210.0,Spraberry,,,,,,,,,,,,0.46,unknown,USGS,cuttings
3186,LIMS,42329103680,N,31.82,-102.11,MIDLAND,8100.0,8110.0,-5230.0,-5240.0,Spraberry,,,,,,,,,,,,0.74,unknown,USGS,cuttings
3187,LIMS,42329103680,N,31.82,-102.11,MIDLAND,8900.0,8910.0,-6030.0,-6040.0,Spraberry,,,,,,,,,,,,0.78,unknown,USGS,cuttings
3188,"LIMS, OFR2005-1171",42329103680,N,31.82,-102.11,MIDLAND,9000.0,9080.0,-6130.0,-6210.0,Spraberry,,,,,,,,,,,,1.11,unknown,USGS,cuttings
3189,"LIMS, OFR2005-1171",42329103680,Y,31.82,-102.11,MIDLAND,10000.0,10080.0,-7130.0,-7210.0,Wolfcamp C (W1),,,,,,,,,,,,0.98,unknown,USGS,cuttings
3190,LIMS,42329103680,Y,31.82,-102.11,MIDLAND,10200.0,10210.0,-7330.0,-7340.0,Wolfcamp D,,,,,,,,,,,,1.1,unknown,USGS,cuttings
3191,LIMS,42329103680,N,31.82,-102.11,MIDLAND,10800.0,10810.0,-7930.0,-7940.0,Atoka,,,,,,,,,,,,1.31,unknown,USGS,cuttings
3192,"LIMS, OFR2005-1171",42329103680,N,31.82,-102.11,MIDLAND,11100.0,11060.0,-8230.0,-8290.0,Atoka,,,,,,,,,,,,3.65,unknown,USGS,cuttings
3193,LIMS,42329103680,N,31.82,-102.11,MIDLAND,11500.0,11510.0,-8630.0,-8640.0,Barnett,,,,,,,,,,,,1.24,unknown,USGS,cuttings
3194,LIMS,42329103680,N,31.82,-102.11,MIDLAND,11700.0,11710.0,-8830.0,-8840.0,Woodford,,,,,,,,,,,,1.31,unknown,USGS,cuttings
3558,"LIMS, OFR2005-1171",42495102480,N,31.83,-103.18,WINKLER,5620.0,5620.0,-2762.0,-2762.0,Cherry Canyon,0.18,442,0.02,0.1,0.35,0.17,55.0,194.0,0.12,0.28,11.11,0.42,unknown,USGS (TOC/RockEval); Unspecified (Ro),cuttings
3559,"LIMS, OFR2005-1171",42495102480,N,31.83,-103.18,WINKLER,6530.0,6530.0,-3672.0,-3672.0,Bone Spring,,,,,,,,,,,,0.59,unknown,Unspecified,cuttings
3560,LIMS,42495102480,N,31.83,-103.18,WINKLER,7020.0,7020.0,-4162.0,-4162.0,1st Bone Spring,5.43,452,2.04,9.88,3.23,0.17,181.0,59.0,11.92,3.05,37.57,,,USGS,cuttings
3561,"LIMS, OFR2005-1171",42495102480,N,31.83,-103.18,WINKLER,7645.0,7645.0,-4787.0,-4787.0,2nd Bone Spring,,,,,,,,,,,,0.86,unknown,Unspecified,cuttings
3562,LIMS,42495102480,N,31.83,-103.18,WINKLER,8420.0,8420.0,-5562.0,-5562.0,3rd Bone Spring,1.22,443,0.38,4.53,2.28,0.08,371.0,186.0,4.91,1.98,31.15,,,USGS,cuttings
3563,"LIMS, OFR2005-1171",42495102480,N,31.83,-103.18,WINKLER,9240.0,9240.0,-6382.0,-6382.0,3rd Bone Spring,,,,,,,,,,,,0.85,unknown,Unspecified,cuttings
3564,LIMS,42495102480,N,31.83,-103.18,WINKLER,10020.0,10020.0,-7162.0,-7162.0,Atoka,0.3,442,0.13,0.39,0.51,0.25,130.0,170.0,0.52,0.76,43.33,,,USGS,cuttings
3565,"LIMS, OFR2005-1171",42495102480,N,31.83,-103.18,WINKLER,10540.0,10540.0,-7682.0,-7682.0,Barnett,,,,,,,,,,,,1.15,unknown,Unspecified,cuttings
3566,"LIMS, OFR2005-1171",42495102480,N,31.83,-103.18,WINKLER,11030.0,11030.0,-8172.0,-8172.0,Mississippian,,,,,,,,,,,,0.66,unknown,Unspecified,cuttings
3567,LIMS,42495102480,N,31.83,-103.18,WINKLER,11520.0,11520.0,-8662.0,-8662.0,Woodford,0.82,464,0.36,0.55,0.51,0.4,67.0,62.0,0.91,1.07,43.9,,,USGS,cuttings
3568,"LIMS, OFR2005-1171",42495102480,N,31.83,-103.18,WINKLER,12630.0,12630.0,-9772.0,-9772.0,Montoya,,,,,,,,,,,,1.35,unknown,Unspecified,cuttings
3569,"LIMS, OFR2005-1171",42495102480,N,31.83,-103.18,WINKLER,12945.0,12945.0,-10087.0,-10087.0,Simpson,,,,,,,,,,,,1.04,unknown,Unspecified,cuttings
3570,LIMS,42495102480,N,31.83,-103.18,WINKLER,13120.0,13120.0,-10262.0,-10262.0,Simpson,0.28,440,0.06,0.28,0.33,0.18,100.0,117.0,0.34,0.84,21.43,,,USGS,cuttings
3571,"LIMS, OFR2005-1171",42495102480,N,31.83,-103.18,WINKLER,13430.0,13430.0,-10572.0,-10572.0,Simpson,,,,,,,,,,,,1.29,unknown,Unspecified,cuttings
3572,LIMS,42495102480,N,31.83,-103.18,WINKLER,14305.0,14305.0,-11447.0,-11447.0,Ellenburger,0.16,437,0.04,0.15,0.24,0.22,93.0,150.0,0.19,0.62,25.0,,,USGS,cuttings
4007,Dong_2020,42495332880,N,31.89,-102.97,WINKLER,8254.0,8254.0,-5276.0,-5276.0,Woodford,7.39,432,,,,,642.0,14.0,,,,,,Weatherford Laboratories; Baseline Resolution Inc,core
4008,Dong_2020,42495332880,N,31.89,-102.97,WINKLER,8284.0,8284.0,-5306.0,-5306.0,Woodford,4.58,435,,,,,581.0,23.0,,,,,,Weatherford Laboratories; Baseline Resolution Inc,core
4009,Dong_2020,42495332880,N,31.89,-102.97,WINKLER,8314.0,8314.0,-5336.0,-5336.0,Woodford,8.42,435,,,,,652.0,28.0,,,,,,Weatherford Laboratories; Baseline Resolution Inc,core
4010,Dong_2020,42495332880,N,31.89,-102.97,WINKLER,8334.0,8334.0,-5356.0,-5356.0,Woodford,14.07,432,,,,,528.0,5.0,,,,,,Weatherford Laboratories; Baseline Resolution Inc,core
4011,Dong_2020,42495332880,N,31.89,-102.97,WINKLER,8358.0,8358.0,-5380.0,-5380.0,Woodford,8.91,437,,,,,645.0,12.0,,,,,,Weatherford Laboratories; Baseline Resolution Inc,core
4012,Dong_2020,42495332880,N,31.89,-102.97,WINKLER,8366.0,8366.0,-5388.0,-5388.0,Woodford,6.13,433,,,,,522.0,16.0,,,,,,Weatherford Laboratories; Baseline Resolution Inc,core
4013,Dong_2020,42495332880,N,31.89,-102.97,WINKLER,8379.0,8379.0,-5401.0,-5401.0,Woodford,9.43,434,,,,,622.0,11.0,,,,,,Weatherford Laboratories; Baseline Resolution Inc,core
4014,Dong_2020,42495332880,N,31.89,-102.97,WINKLER,8405.0,8405.0,-5427.0,-5427.0,Woodford,8.03,438,,,,,499.0,44.0,,,,,,Weatherford Laboratories; Baseline Resolution Inc,core
4015,Dong_2020,42495332880,N,31.89,-102.97,WINKLER,8442.0,8442.0,-5464.0,-5464.0,Woodford,4.67,436,,,,,477.0,34.0,,,,,,Weatherford Laboratories; Baseline Resolution Inc,core
4016,Dong_2020,42495332880,N,31.89,-102.97,WINKLER,8461.0,8461.0,-5483.0,-5483.0,Woodford,6.74,438,,,,,535.0,66.0,,,,,,Weatherford Laboratories; Baseline Resolution Inc,core
4017,Dong_2020,42495332880,N,31.89,-102.97,WINKLER,8472.0,8472.0,-5494.0,-5494.0,Woodford,6.77,434,,,,,572.0,37.0,,,,,,Weatherford Laboratories; Baseline Resolution Inc,core
4018,Dong_2020,42495332880,N,31.89,-102.97,WINKLER,8498.0,8498.0,-5520.0,-5520.0,Woodford,6.6,441,,,,,603.0,35.0,,,,,,Weatherford Laboratories; Baseline Resolution Inc,core
4019,Dong_2020,42495332880,N,31.89,-102.97,WINKLER,8523.0,8523.0,-5545.0,-5545.0,Woodford,2.84,442,,,,,430.0,92.0,,,,,,Weatherford Laboratories; Baseline Resolution Inc,core
4020,Dong_2020,42495332880,N,31.89,-102.97,WINKLER,8549.0,8549.0,-5571.0,-5571.0,Woodford,5.79,437,,,,,561.0,58.0,,,,,,Weatherford Laboratories; Baseline Resolution Inc,core
4021,Dong_2020,42495332880,N,31.89,-102.97,WINKLER,8554.0,8554.0,-5576.0,-5576.0,Woodford,13.46,439,,,,,665.0,23.0,,,,,,Weatherford Laboratories; Baseline Resolution Inc,core
4064,Osterlund_2012,42003421690,Y,32.14,-102.27,ANDREWS,11477.0,11477.0,-8468.0,-8468.0,Mississippian,0.26,n.d.,0.04,0.01,0.11,0.8,4.0,42.0,0.05,0.09,15.38,,,GeoSystems LLP (TOC); GeoMark Research LLC (RockEval),core
4065,Osterlund_2012,42003421690,Y,32.14,-102.27,ANDREWS,11625.0,11625.0,-8616.0,-8616.0,Barnett,0.26,n.d.,0.29,0.08,0.14,0.78,31.0,54.0,0.37,0.57,111.54,,,GeoSystems LLP (TOC); GeoMark Research LLC (RockEval),core
4066,Osterlund_2012,42003421690,Y,32.14,-102.27,ANDREWS,11662.0,11662.0,-8653.0,-8653.0,Barnett,0.38,n.d.,0.58,0.32,0.16,0.64,84.0,42.0,0.9,2,152.63,,,GeoSystems LLP (TOC); GeoMark Research LLC (RockEval),core
4067,Osterlund_2012,42003421690,Y,32.14,-102.27,ANDREWS,11665.0,11665.0,-8656.0,-8656.0,Barnett,0.45,365,0.86,0.42,0.21,0.67,93.0,47.0,1.28,2,191.11,,,GeoSystems LLP (TOC); GeoMark Research LLC (RockEval),core
4068,Osterlund_2012,42003421690,Y,32.14,-102.27,ANDREWS,11669.0,11669.0,-8660.0,-8660.0,Barnett,0.31,n.d.,0.15,0.13,0.05,0.54,42.0,16.0,0.28,2.6,48.39,,,GeoSystems LLP (TOC); GeoMark Research LLC (RockEval),core
4069,Osterlund_2012,42003421690,Y,32.14,-102.27,ANDREWS,11677.0,11677.0,-8668.0,-8668.0,Barnett,1.12,463,0.38,0.67,0.13,0.36,60.0,12.0,1.05,5.15,33.93,,,GeoSystems LLP (TOC); GeoMark Research LLC (RockEval),core
4070,Osterlund_2012,42003421690,Y,32.14,-102.27,ANDREWS,11683.0,11683.0,-8674.0,-8674.0,Barnett,0.82,464,0.29,0.43,0.08,0.4,52.0,10.0,0.72,5.38,35.37,,,GeoSystems LLP (TOC); GeoMark Research LLC (RockEval),core
4071,Osterlund_2012,42003421690,Y,32.14,-102.27,ANDREWS,11724.0,11724.0,-8715.0,-8715.0,Barnett,4.65,461,3.56,5.57,0.37,0.39,120.0,8.0,9.13,15.05,76.56,,,GeoSystems LLP (TOC); GeoMark Research LLC (RockEval),core
4072,Osterlund_2012,42003421690,Y,32.14,-102.27,ANDREWS,11946.0,11946.0,-8937.0,-8937.0,Barnett,5.31,458,4.88,5.45,0.27,0.47,103.0,5.0,10.33,20.19,91.9,,,GeoSystems LLP (TOC); GeoMark Research LLC (RockEval),core
4073,Olive_2021,42135436390,Y,32.07,-102.32,ECTOR,11833.0,11833.0,-8889.0,-8889.0,Barnett,4.41,464,2.51,4.64,0.51,0.35,105.0,12.0,7.15,9.1,57.0,,,SCAL Inc.,core
4074,Olive_2021,42135436390,Y,32.07,-102.32,ECTOR,11834.0,11834.0,-8890.0,-8890.0,Barnett,7.17,467,3.98,7.33,0.37,0.35,102.0,5.0,11.31,19.81,56.0,,,SCAL Inc.,core
4075,Olive_2021,42135436390,Y,32.07,-102.32,ECTOR,11835.0,11835.0,-8891.0,-8891.0,Barnett,7.57,463,4.14,9.44,0.45,0.3,125.0,6.0,13.58,20.98,55.0,,,SCAL Inc.,core
4076,Olive_2021,42135436390,Y,32.07,-102.32,ECTOR,11886.0,11886.0,-8942.0,-8942.0,Barnett,7.39,466,3.94,8.31,0.32,0.32,112.0,4.0,12.25,25.97,53.0,,,SCAL Inc.,core
4077,Olive_2021,42135436390,Y,32.07,-102.32,ECTOR,11887.0,11887.0,-8943.0,-8943.0,Barnett,7.62,469,3.65,8.52,0.31,0.3,112.0,4.0,12.17,27.48,48.0,,,SCAL Inc.,core
4078,Olive_2021,42135436390,Y,32.07,-102.32,ECTOR,11888.0,11888.0,-8944.0,-8944.0,Barnett,6.65,470,3.12,7.28,0.28,0.3,109.0,4.0,10.4,26,47.0,,,SCAL Inc.,core
4079,Olive_2021,42135436390,Y,32.07,-102.32,ECTOR,11916.0,11916.0,-8972.0,-8972.0,Barnett,4.28,470,2.16,4.02,0.37,0.35,94.0,9.0,6.18,10.86,50.0,,,SCAL Inc.,core
